comment,sentiment,confidence
aGksavZasVGKaglsbZgklasbMkgsavZVglsabvZgksavZLaklasbvGgksabZkgasbZgasxkhagslslgllfslllsklfhshskslffkglkfkgdgfkfhdkgslhsdgljkhslglsshfgshlfssllfhlsgllgllglllgshfsskgsdllgllsfhkffsshgalsklalgggagkaksllklhashfkhakaglskkfhlalhagkgsshkflsfgslkdhgsfkdslkgsggslglkl,Neutral,0.448
"Thank you for the tutorial!
For the demo, I want to point out one thing.
If anyone wants to do the demo in minikube, you need to run `minikube tunnel` BEFORE starting the pods and services.
Otherwise, it will return the page can't be reached error in your browse.
I spent a few days to fix that issue. 
Hope that can save your time.",Positive,0.578
The best!!,Positive,0.779
Hi - does this course help with the KCNA Kubernetes exam?,Positive,0.426
"Dear Nana, I just saw your courses and I’m amazed, I’m over my “20”  but I’m so inspired to learn IT. Can you give me some recommendations where to start? Thank you 🙏",Positive,0.722
Grazie.,Neutral,0.448
Thanks!,Positive,0.985
Excelent job!,Positive,0.591
Valeu!,Neutral,0.448
"minikube v1.25.2 on Ubuntu 20.04

❌  Exiting due to DRV_UNSUPPORTED_OS: The driver 'hyperkit' is not supported on linux/amd64

Hi dear Nana ihvgt some trouble after minikube start --vm-driver=hyperkit
Can you help me please?",Neutral,0.507
"Hi Nana, I have used most of your material in my Devops journey , currently I am planning to write AWS Certfied Architect Solution and I was also looking at adding Certified Kubernetes Administrator to my arsenal which is why I am planning to subscribe to your Ultimate Kubernetes Administrator Course. I actually need your candid advice if I actually need to write this exam  to boost my profile when applying for jobs. Looking to start applying for jobs by June.",Positive,0.512
Are you a Man or women. You like a Woman but voice like a man.,Positive,0.448
Wow  excellent  .. I wish you  all the  best  .. Keep rocking 💪,Positive,0.945
"Hello Nana, I learn a lot from you. Thank you so much and best wishes. Where can I find the description box that you always refer to for extra info or links to other stuff.",Positive,0.841
https://youtu.be/SA7rEJOWR8Q,Neutral,0.448
"Thanks Nana, I managed to get through this course over the course of 4 days.  Very informative and well put together.  I didn't use minikube, but used the docker-desktop for Mac for most of the tutorial 👍",Positive,0.696
I am new to kubernet with system security background what to do? Here nomenclatures are very different.,Neutral,0.5
"Thank you very much Nana. Never seen this kind of simple, hands-on video on complex topic. you have helped lot of people in their career.",Positive,0.912
thanks,Positive,0.985
I'm a backend engineer but I wanted to understand devops too and this video helped a lot! Thanks Nana!,Positive,0.861
Thanks Nana,Positive,0.985
Nice,Positive,0.944
Selfless 😇,Neutral,0.448
"so the secret component stores in base64. That is not a good security if you know notepad++. Better would be something like salt & hash. Is that possible? You add 32 bits, ok, but there aren't that many credentials for an application I guess. Otherwise environmental variables would be the way to go for sure.",Neutral,0.492
"Very nice tutorial. I was expecting that ""kubectl delete deployment"" would ask for confirmation before deleting a deployment. It just assumed that I am a perfect super user! ;-)",Positive,0.864
Thanks!,Positive,0.985
"Awesome class!!  The information presented is well thought out and excellent supporting graphics.  Do you have any classes specializing on debugging K8s?  I am just starting out with K8s.  I am having a problem with getting the Mongo Express Demo working from this class.  I downloaded the code from git.  From what I can ascertain, it appears that my mongo db pod is not starting mongo.  I did not get the Database connected, Admin Database connected msg when reviewing the logs - at 1:40:09 into this class video.  I received all the other msgs when inspecting the mongo express pod log.  I am on Mac Montery 12.2.1.   Any words of advice on how to resolve would be appreciated.",Positive,0.607
It is very useful course.  Thanks for the  knowledge sharing. which too can I use to draw K8S diagram like you did? I need a diagram to present a K8S system design for a project. Thanks.,Positive,0.897
"hello nana, I have a question and I don't see anyone has asked. In segment demo project, I can not access mongo-express from  browser even I executed ""minikube service mongo-express-service"", and when I ping the external IP, it works, but I telnet the port (30000) of service, request was rejected. Could you give me some directions of how am I going to solve this? Thanks a lot!",Positive,0.486
Literally taught me K8s in one video! Thanks for making this!,Positive,0.833
Hoping to get a response - How far can this course help to get CKAD or any other ?,Positive,0.61
Damn this is a great course.,Positive,0.841
Nana spent uuuuuuuuuhLOT of time on this. Thank you Nana. The lessons were very clear. Kudos.,Positive,0.878
Perfect Timing.  Great tutorial Thank You!,Positive,0.99
"Hi Nana, this is very good tutorials for beginners. Can you please share the ppt as well which you show in video",Positive,0.783
Really amazing ❤,Positive,0.993
"Thanks a lot for this professional course ,it was so interesting to me to understand how its works , so thanks again",Positive,0.929
"Nana is amazing, thank you so much for the great information!",Positive,0.992
Superb tutorial with mindblowing value.. Thank you Nana for the level of quality and the generosity..,Positive,0.779
We don't need Udemy to learn Kubernetes anymore :D. Thanks,Positive,0.45
could you tell me what software you use to make video?,Neutral,0.609
could you tell me what software you use to make video?,Neutral,0.609
Such a good explanation of the topic. Thank you!,Positive,0.934
How can be i start this course,Positive,0.505
Free KCNA - Kubernetes and Cloud Native Associate - practice exams at www.cloudqns.co.uk,Neutral,0.519
Thank you very much!,Positive,0.98
Thanks Nana For Such a wonderful video. However I have a doubt when you were creating deployment for Mongo DB(1:19:40) because initially you told to use StatefulSet,Positive,0.762
Спасибо!,Neutral,0.699
"Dear Nana! Thank you for the course! I was never happier to reach the end of any Youtube videos, and never paid for any Youtube videos, but this course was just amazing, therefore please accept my reward, that I did willingly, after the course, because the content, the way you explained these concepts was excellent! Keep going!",Positive,0.859
Köszönjük!,Neutral,0.448
"[👉Update]: ingress controller will be present in ingress-nginx namespace.
kubectl get pods -n ingress-nginx 

https://youtu.be/X48VuDVv0do?t=7995",Neutral,0.462
Hai Nana. Our videos are useful and i learned so many times. I need your help like how we can connect to kubernetes cluster   remotely?,Positive,0.682
"i m getting an error : kapp: Error: Applying update persistentvolumeclaim/jenkins-demo (v1) namespace: default:
  Updating resource persistentvolumeclaim/jenkins-demo (v1) namespace: default:
    API server says: persistentvolumeclaims ""jenkins-demo"" is forbidden: only dynamically provisioned pvc can be resized and the storageclass that provisions the pvc must support resize (reason: Forbidden)",Negative,0.391
"Though I just watched 40 mins of the video till now, I cant stop myself commenting this. This is the best kubernetes video I have seen ever. Thanks a lot Nana.",Positive,0.832
"This video has me introduced to an entire new world of nautical lexicology... besides learning K8s 😂
🙏 🙏🙏",Positive,0.516
Fantastic !!!  Appreciate for the all the effort invested in creating the content.,Positive,0.708
Thank you for such a helpful tutorial. Made my learning easy.,Positive,0.974
"Fantastic effort. Appreciate all the effort invested in creating the content. 
Explanation is simple and clear. Keep up the good work.",Positive,0.878
"Really fantastic course, really really thanks to share it. Kubernetes explained in details but also in enjoying manner!!!!",Positive,0.951
This is golden. Thank you so much for making this!,Positive,0.847
Absolutely great tutorial on k8. Thanks to author,Positive,0.973
"@TechWorld with Nana I have question, I am almost done with your 1 hr crash course video of Kubernetes and then I got to see this video should I start this one as well to get a good picture ? Or the crash course is same as this video?",Positive,0.698
Merci !,Positive,0.638
I became a fan of you madam 😊 by watching this course...very nice explanation👏👏,Positive,0.86
"Гамарджоба! )

Спасибо за видео, уже работал с кубернетись как devloper, но благодаря Вам по полочкам всё разложилось в голове.",Neutral,0.701
Openshift zero to hero ?,Negative,0.555
"This is so good, Thanks",Positive,0.962
Very helpful and easy to understand overview.  Much appreciated,Positive,0.816
"This is the second time I am watching this, and I couldn't leave without saying my thanks. Great work and contribution, very easy to follow, and amazing drill down to details, where at the end I can really connect the dots and fill the blanks in big picture.",Positive,0.759
You have just acquired a new subscriber because of your beauty just kidding hhehehe because of your excellent teaching skills :),Positive,0.765
"You are wonderfull! 
And your explanation. With each topic I realize it more and more. Thanks four your job.",Positive,0.754
"Nana, thank you so much for your course.
Could you please answer my question:
Why mongo-express deployment and mondoDB both have access to the Secret? Isn't MongoDB needs to have access to authenticate the request that is coming from Mongo-express? If Mongo-express has access to the Secret then it has access to the 64encoded secret and can authenticate itself? I don't understand why both of them have to have access to Secret. I just keep thinking that only one of them needs to have access to secret to test the other one is valid request or not?
Please explain. Thank you so much.",Positive,0.49
You are fantastic! I would love to have wife like you who instead of dinners would cook me helm charts and other k8s deliciousness!! Great job and thank you ! 🙂🙂,Positive,0.879
"Thanks Nana, such a great job.",Positive,0.994
😙😚😗😘,Neutral,0.448
https://www.youtube.com/watch?v=ydzPAzDO2Ic,Neutral,0.557
"That's more like installing a driver from an .inf file, what if you only have the .sys file?",Neutral,0.643
"@Nana...I appreciate your efforts in making such a long course with complete details for anyone to start as a beginner of K8s. I have a question for your statement at 1:12:31 ...You mentioned that Service and Pod connects using port and when we ""describe service"", we see list of endpoints service is forwarding requests..I am having same setup and never see Endpoints listed...It's always <None> ..Also I can see you have Annotations field filled whereas I see it as <None>...Looks you have done something more to get this binding in ""describe service"" command. Can you please check ? Just to confirm I am able to see my pods are running on 172.17.0.3 and 172.17.0.4 ports using ""-o wide""",Positive,0.679
Thanks!,Positive,0.985
даже тетки за кубик =),Neutral,0.575
48:40 replica set,Neutral,0.402
"In the mongo-express section you create a LoadBalancer service type, but then it looks like you access it like a nodePort service type. From the Kubernetes docs the LoadBalancer type is for automatic provisioning of cloud provider loadbalancers.

Am I misunderstanding this?",Positive,0.413
"Really nice content. I have been curious about k8s for a while and this was the first time that the content was able to keep me on a deeper dive.
But I got a bit lost on Ingress though. If I am to use an external proxy to enter the cluster, then why can't I just use an External Service (LoadBalancer) and avoid all the complexity from Ingress altogether?",Positive,0.619
"Nana, thanks for the course. All the key points are nicely explained here. Not like the paid courses, we can take important screen shots for short notes(Most of the paid courses not allow us to take screen shots)",Positive,0.574
"Extremely helpful, thanks a lot!",Positive,0.961
"Thank you for being my angel ITECHHACKERS ¡ COM, just got my 1btc deposited",Positive,0.921
Im impressed with the services of ITECHHACKERS ¦ COM,Positive,0.581
Perfect content,Positive,0.926
Thanks!,Positive,0.985
"short question: some web frameworks are also able to redirect the http request, so compare to the ingress redirect, what's the best practice for when to use what redirect?",Neutral,0.555
Well explained. Perfectly understandable English. Awesome 👏👏👏,Positive,0.861
Amazing course! Well done!,Positive,0.975
"Thank you, very interesting course, well explained ...",Positive,0.962
wow what a great overview… I came from the Monolithic era and moved into Enterprise Architecture…. you gave an easy to grasp explanation… K8 manages its clusters very similar to how traditional monolithic apps used to but managed much more fine grained level.  I can see solutions like this used along side traditional monolithic apps at large corporations.  Thanks!,Positive,0.853
Great introduction! (^_^),Positive,0.927
Free AI Python Course on Youtube : https://www.youtube.com/watch?v=5APYjKJfPek&list=PLi1BmHvgBkxKKdNkK_x8BTTj7vI_p3bSM&index=1,Neutral,0.486
Thanks!,Positive,0.985
Great tutorial 👍,Positive,0.963
"After watching the series I feel like NEO from The Matrix being hooked up to a supercomputer and all of the sudden soaked up the knowledge in an instant. I watched every second of it , woke up and now I'm like: ""Whoa! I KNOW CLOUD KUNG-FU!"" , Thanks NANA! :)",Positive,0.652
"Presenter is doing her best, but this just seems like abstraction layered upon abstraction layered upon abstraction.",Positive,0.754
"Nana, that's just amazing! Thanks a lot!",Positive,0.985
"This is such a high quality lesson, thanks!",Positive,0.854
"Thanks, I studied this and we only have 1 week (90min) to understand it all. And this is a great overview. Now I understand all the names and how Lens work.",Positive,0.735
"Wow, this is such a great tutorial So easy to follow, clear, well-prepared, beautiful !",Positive,0.969
This is very nice explanation,Positive,0.843
I really like your course content and the way you explain everything... thank you so much,Positive,0.934
"Nana, thanks you a lot for that tutorial, am I like Backend Dev - Learned so more of Kubernetes and ready to use it ""Hell Machine"")",Positive,0.802
"The best course out there on Kubernetes. The animations, graphics and demos made every concept easy to understand. Nana has a gift for explaining things clearly.",Positive,0.67
"very clear, very detail, 👍👍👍",Positive,0.65
Thanks Nana You're RNR,Positive,0.905
I was forced to subscribe after watching this video.Great work.,Positive,0.83
"9ol    ,",Neutral,0.448
https://www.youtube.com/watch?v=2IOpnO3zZ50&list=UU4OOAYTgn7l4Xvcxw2Yx4mg&index=4,Neutral,0.512
"Hi Nana wonderful course yet to finish this. I have a question, can we fix the cluster IP address when using minikube and docker driver. For me every time I start the cluster its having different ip address (config view)",Neutral,0.469
INCREDIBLE. I've watched everything!,Positive,0.87
Thanks!,Positive,0.985
Thanks!,Positive,0.985
Can namespaces be secured with an authentication method?,Positive,0.393
I am just 40 min mark. You had explained nicely and to the point. I will complete and look for more training on your you-tube channel.,Positive,0.537
"The best tutorial I have ever taken. Structured, easy to go back to, clear examples, keeping it essential, but not trivial. Love it!",Positive,0.906
"This is THE BEST Kubernetes course that I've ever taken. It explain everything so well, and easy to understand. Even with all kinds of example to masker all kinds of detail during deployment. Love it!!!!!",Positive,0.864
"Excellent...

Awesome. Best place to learn kubernetes.
Thanks for your great work.
Much appreciated.",Positive,0.997
❤❤❤❤,Neutral,0.448
"if someone can encode to base64, it can be decoded too. Is there any way to keep secret.yaml file ?",Positive,0.419
super .ur skills super .143,Positive,0.875
thank You!,Positive,0.968
Does all communication go via etcd between the master node and the nodes or does the scheduler talk directly to the nodes by itself?,Neutral,0.526
One of the best channel in cloud #Techworld with Nana,Positive,0.771
So you have already written a file in 57:50 ? thats why im having blank file lol I thought kuberntes auto generate,Neutral,0.499
Thanks for the tutorial. Very clear explanation about dockers in real world situations.,Positive,0.814
CAN i SAY i LOVE U FROM  U.S.A :),Positive,0.927
Bessssssst i can get.... thanks sooo much @Nana 🤯😇😇😇💃🤗🤗,Positive,0.876
No words can describe how awesome all your tutorials are!!! keep up the good work you inspire people to learn!!,Positive,0.836
Thanks,Positive,0.985
"Hello Nana,

If the Endpoints Object of a Service, which as you said gets created automatically by K8s, already contains all the IP addresses of the endpoints of Pods that are part of it, why is there a need for DNS Lookup or Headless Service type?",Neutral,0.502
My infinite gratitudes for this course! And for docker one! Can't imagine how much of your time and efforts you've put into this work. <3,Positive,0.648
"Installing hyperkit using brew install hyperkit does not seem to work on Mac M1 😥. I always get the following error:
Error: hyperkit: no bottle available!",Positive,0.54
"Great material, very well organised - just brilliant.",Positive,0.945
Really really useful for a newbie... like myself :),Positive,0.866
"Very well composed and descriptive video. Thank you for this effort, no amount of thanks would suffice I believe. You have made my job easier!",Positive,0.906
Excelent course. Very clear and at optimal pace. Congratulations and thank you!,Positive,0.824
Thanks nana. How to enable hot reloading when writting code for a container ?,Positive,0.826
Thanks,Positive,0.985
29:00,Neutral,0.495
"What a good course!
Thank you Nana for making the content accesible

Have a good day",Positive,0.956
Thanks!,Positive,0.985
"Hi, u didn't told anything about rolling update and Recreate",Neutral,0.425
Nice tutorial!! but could have included demo examples for Helm and volumes,Positive,0.71
Amazing training,Positive,0.932
"Thank you for the course.  It's great!

I didn't know Kubernetics was so useful.  It actually solves all the annoying issues of setting up a legacy web server platform.",Positive,0.75
Thank you so much for this amazing video! Perfectly done and explained.,Positive,0.978
"This is amaizing tutorials all concept are capture perfectly  kubernets , I am clear my dought whatever you explain so far . thank you very much . it is realy help me for how things are working in kubernetic world",Positive,0.889
Amazing tutorial,Positive,0.964
"Thank you Nana🙏👏, before interview great restudy chance as a DevOps Bootcamp Student 🙂. Hopefully I get that job.",Positive,0.953
Hi. I started this and am fully invested in this. Is there a way you can increase the volume of the video? The volume seems to be very low. My laptop volume is at 100% and other videos sound correct.,Positive,0.502
"Me too loved the content, did not skipped advertising",Positive,0.638
If there's an apple 🍏🍎there may be a banana 🍌🤔😳,Neutral,0.468
Really nice content and presentation. The best Kubernetes tutorial available in the YouTube. Nana has a very good command over the subject and it is visible in her presentation and explanation. Thank you very much Nana for this crisp and clear course on Kubernetes.,Positive,0.896
What a great tutorial.. it is really helpful for me. Thank you so much for sharing this..,Positive,0.975
Absolutely stunning explanation. Extremely thorough. Highly recommended!,Positive,0.844
Thanks for such a wonderful explanation of Kubernetes. Keep up the good work. May God bless you with all happiness....,Positive,0.957
"How does skip come up with this stuff? It’s awesome! It helps a lot! I can always speedrun Minecraft with these tips, Thanks skip! It really helps 🙂",Positive,0.904
"This is the best tutorial for k8s, very well explained 👏 👍",Positive,0.809
This is AWESOME video. I loved how you covered dots in this tutorial. This gives a solid basic understaning of Kubernetes and we can easily build upon this with working on real projects.,Positive,0.77
"Very nice, informative and professional presentation! Thank you!!🤝👍
Please keep up the great work🤗",Positive,0.975
Techworld'den herkese merhaba ben Nana.,Neutral,0.431
Красивенькая 😍😍😍😍,Neutral,0.448
"appreciate the effort, much love 🙏",Positive,0.98
‘“,Neutral,0.448
Fantastic tutorial. Thank you so much.,Positive,0.977
The best ever course on Kubernetes. Appreciate your effort and time. I have added your other tutorials to my watch lists and I am sure I am gonna be loaded with knowledge I was searching for! It really helps a university student like me. Thanks Nana !,Positive,0.921
Just can say this is awesome. I really appreciate you for creating such a great tutorial. Thanks Nana,Positive,0.984
Thanks,Positive,0.985
This is just glorious.,Positive,0.462
"Nana, thank you so very much for this.  it's well done and I will be forwarding to many ..",Positive,0.93
"Hi Nana. Thank you for your tutorials! 
In this video, you were talking about an external cloud load balancer 2:10:15. Do we have any benefit from this kind of set-up, since it forwards requests to cluster, but inside the cluster, we already have Services acting as load balancers? So as I now understand, we could have a benefit from external balancer only if we have a couple of clusters. Correct?",Positive,0.46
I actually learned K8S on this one! Thank you for your sharing and talent. Nicely presented and laid out especially for older techs like me :),Positive,0.829
Thank you for comprehensive and well-ordered content that made me have much much better understanding of how Kubernetes works and is used.,Positive,0.91
When I am created a deployment file I got crashloopbackoff error. How to solve it nana,Neutral,0.519
"Hi Nana, i have a problem with mongo-express pod that keep showing CrashLoopBackOff any help with it? Thanks",Positive,0.84
"The most outstanding course I have seen on youtube!. Thanks for your time and effort to do this, I really appreciate!.",Positive,0.931
Wonderful content. Thanks!,Positive,0.977
Yes finally found a techy girls on YouTube.,Positive,0.634
Great! Thanks a lot!,Positive,0.993
"Sensacional.
Obrigado por compartilhar conhecimento. 👏👏👏",Neutral,0.479
I'm 49 y.o just start to learn Kubernetes your video tutorial help me a lot.,Positive,0.54
"This is anytime a better course than all the paid courses .. You  have done a wonderful job , great skills ... Can we get the presentation slides which you have used .. Will be very handy for revisions and quick reference",Positive,0.798
Thanks,Positive,0.985
very confusing,Negative,0.458
Nana is simply the BEST on breaking down complex concepts. 👏👏❤,Positive,0.622
Thanks!,Positive,0.985
"Nana, you are amazing and generous. Thank you so much for putting all these together! Keep your effort going！",Positive,0.978
Love u Nana 😗 plz rply,Positive,0.998
Watching all ads for Nana…Thank you for such knowledge sharing,Positive,0.923
Danke!,Neutral,0.448
"Thanks so much for this great video, I came here to learn what Kubernetes is, and now I know enough to set up environments with it. I'll recommend this to anyone who wants to learn more",Positive,0.813
"Really really good video tutorial! In fact one of the best i've seen until now, thank you!",Positive,0.983
Thanks for this great effort just have a simple question what is the difference between creating a deployment to create a pod with (kubectl create deployment) and creating a pod directly with kubectl run podname –image,Positive,0.659
"Completed first 1 hr and feeling like I know everything of k8, great tutorial, too much thank you",Positive,0.952
"Great work¡ I am all the time coming here to learn and understand kubernetes topics. You have a very organized, didactic and understandable way to teach that help me a lot. Thanks a lot¡¡",Positive,0.818
I need the Shell Config file,Neutral,0.613
"Great video, well structured, instructive and straight to the point.",Positive,0.828
"i am seeing below error while running the mongo deployment 

Events:
  Type     Reason     Age                From               Message
  ----     ------     ----               ----               -------
  Normal   Scheduled  23s                default-scheduler  Successfully assigned default/mongodb-deployment-8f6675bc5-r8srl to minikube
  Normal   Pulling    18s (x2 over 22s)  kubelet            Pulling image ""mongo""
  Normal   Pulled     18s                kubelet            Successfully pulled image ""mongo"" in 3.67504356s
  Warning  Failed     13s (x2 over 18s)  kubelet            Error: secret ""mongodb-secret"" not found
  Normal   Pulled     13s                kubelet            Successfully pulled image ""mongo"" in 5.38483777s",Neutral,0.698
Good job Nana!! Thanks!,Positive,0.988
"Hello Nana, thanks for the great content. I'm new to kubernetes. What is next step for the beginners?",Positive,0.771
Thanks!,Positive,0.985
Thanks a lot for a very comprehensive and well explained course. It gives you enough to go out and explore the k8s concepts further having a very good foundation! thanks 👌,Positive,0.903
"Thanks for this  video!

A question about which implementation to use for a personal or small group usage on a vps.
I'm thinking on minikube a already use a little after your videos, or k3d that many recommands above minikube for a small  env.
Any advices please?",Positive,0.683
"Thank you Nana for this wonderful course, very inciteful.",Positive,0.935
"CompTia will get you into the door, but you need skills to back them up.",Neutral,0.456
Just awesome! Best tutorial out there  :),Positive,0.954
Excellent is all I can say. I did not get this level of explanation even in a paid course. Very well done. Thanks and God bless you Nana.,Positive,0.894
51k likes 0 dislikes U deserve it nana Thanks for this course,Positive,0.864
"Can you make a video on OPA gatekeeper ,cpu and memory request and limits",Positive,0.439
likethisbeautifullgir,Neutral,0.448
Best free content in K8's ..Thanks Nana.,Positive,0.981
Amazing content Nana-thank you so much.Learnt a lot.,Positive,0.989
Thank you!,Positive,0.968
"hi nana,
i got error ImagePullBackOff after creating nginx deployment and executing command to get pods
please help me with that!!",Positive,0.445
"historic, unbeatable for your hard word thank you soooo muchhhhh for  clear  understanding",Positive,0.838
"I must tell, I've left studying from my corporate resources when I came across your content. I am truly a fan of yours, Nana! Keep up the good work.",Positive,0.77
Elegant and graceful tutorial on a relatively complex subject ✌,Positive,0.515
nice :),Positive,0.944
You r great simply great,Positive,0.965
"Amazing video, how about a similar material for Openshift !!",Positive,0.839
This is awesome....thanks a lot,Positive,0.966
Cute!,Positive,0.759
"Nana, thanks for sharing this amazing gift you have for simplifying complex topics. You are so articulate and your mastery of the concepts shows in your delivery of the topics.  I am a fan!",Positive,0.84
What a great representation and explanation don't have to go anywhere just go through it and we are done. I would like you to cover how do we link Master Nodes when you create multiple master ndoes,Positive,0.486
"Awesome video, thanks!",Positive,0.995
Thank you so much for a productive course on Kubernetes. Looking forward for some other great courses. Wish you all the very best.,Positive,0.977
Thanks!,Positive,0.985
Recep BaItaş,Neutral,0.448
Honestly you are the best! Thank you so much :),Positive,0.958
Very clear and well presented. Thank you for making this available,Positive,0.902
AHA I FOUND YOU https://youtu.be/UlhFrSFj23o,Positive,0.525
Merhaba ben recep baltaş,Neutral,0.498
Recep Baltaş'ın kayıp kız kardeşi.,Neutral,0.448
AWESOME!!  Your sound level is a bit too low though.,Positive,0.783
Where can I find video about volumes you were talking?,Positive,0.425
😍😍😍😍,Neutral,0.448
"3:06:13 ""The Worker must now about each change to be up-to-date!"" - lost k in 'know'?",Neutral,0.478
Great course!,Positive,0.965
Excellent course for not native english speaker,Positive,0.576
"Thanks a lot for this great content, may your efforts be blessed.",Positive,0.96
Amazing work!!!,Positive,0.982
best k8s tutorial for beginners,Positive,0.879
Great Job! Well presented happened to learned a lot from this tutorial.,Positive,0.879
Thanks,Positive,0.985
Best K8 tutorial . Great work Nana. Great tutor,Positive,0.988
14:29,Neutral,0.54
9:00,Neutral,0.448
Very helpful presentation Nana. How is the CPU get provision to each pods/nodes? any configuration needs to be defined .,Positive,0.535
you are best Nana,Positive,0.909
Great video. You just got another subscriber,Positive,0.871
You are the best teacher in the world 🌍.   A big thank to you for the way you explained. Am lucky 😎 to found this channel. I will definitely check other videos as well.,Positive,0.905
¡Gracias!,Positive,0.686
2.6 million views for a 3.5 hours tech video.. I think noone has ever done that.. great ❤️...,Positive,0.899
"In production, is it best practice to use volumes in the docker container and volumes in kubernetes ?",Positive,0.695
Are you gay,Neutral,0.414
"Hi, i am just starting with microservice , what are the underlying  principals of networking needs to be learned before starting with k8s",Neutral,0.518
Really great video! Its amazing that you uploaded this to youtube. Thank you!,Positive,0.98
Thanks,Positive,0.985
you are the best NANA i will take your course soon,Positive,0.674
Amazing jog. Congratulations for all you do.,Positive,0.944
"After searching for a good Kubernetes tutorial for years, I believe I've finally found the best one! Thanks for a great content and getting directly to the point with the right balance of lecture and demo.",Positive,0.91
"Hi Nana, Thanks for this great video. One small correction, now the label ""master node"" is deprecated and control plane"" terminology is used officially,",Positive,0.828
1:00:58 shouldn't previous deployment be overwritten and hence 'kubectl get deployment' must return 1 deployment and similarly for replicaset?,Positive,0.405
Great Tutorial!! Loved it!! It would have been gr8 if u cld hv implemented some projects based on Helm and Volume.,Positive,0.821
"Thank you very much,
I took a lot of online courses, this one is top",Positive,0.887
"I see that kubens is not working for Windows, how to overcome that ?",Positive,0.523
Thanks Nana. Could you please do a similar tutorial on HashiCorp Nomad?,Positive,0.844
"Such an awesome content, have not skipped any youtube ads on this one. As a creator you rock.",Positive,0.831
Спасибо!,Neutral,0.699
"Probably the best tutorial out there, much better than most paid ones. Worth the time, worth a big THANK YOU!",Positive,0.889
"Great course! Thank you. It gives good perspective over the topic with some hands on experience. Thow there's not much practical sections, mostly theory. One section, about Ingress component is a bit outdated. Syntaxis changed in later versions of Kubernetes. But it's not hard to google and find correct solution. I was able to configure my own Ingress component for mongodb - mongo-express deployment without any problems. Dashboard with minikube is better accessible with `minikube dashboard` then with Ingress, you don't need to set up anything. And one more addition: you don't need to install hypervisor. Just use Docker backend, on linux it's super easy. You install minikube it selects Docker - done!",Positive,0.845
"hat off 
just amazing and thanks for all your effort which you have made to clarify things like that, i have a question please if you may
why did you created the ingress rules within the kubernetes dashboard namespace and why the rules make the call for that kubernetes dashboard service.
i though that the call will be to one the app service already created and then the pod",Positive,0.497
Thank you very much! That was great! :),Positive,0.99
BEST VIDEO EVER SAW ; you are AWESOME ,Positive,0.965
Thanks!,Positive,0.985
Literally stopped using another source because I was getting confused by all the pattern recognition I had to do. They relied on one's pattern recognition to start figuring out how it all works. Got really bad when started working with yaml files and was quizzed on creating my own yaml deployment file. I switched to this course from Nana and I doubt I would be continuing the others. Will be checking out Nana's Udemy course on Terraform though. Great job Nana!,Positive,0.63
"Fantastic, 👍",Positive,0.83
"One of the best tutorial on Kubernetes, very easy to understand. Thanks a lot",Positive,0.937
Also host is beautiful,Positive,0.827
what an amazing explanation your the best in the world this is 200% thank you so much NANA making such wonderful videos to  understand the better way. ❤️,Positive,0.949
"Thank you for this great course. I have a questions please. 
How my-app ingress knows to which service it has to redirect the request if i Have mutli node and many replicas of my-app pod. 
Does my-app service works as a loadbalancer between the pods my-app that are deployed in different nodes ? 
Do we must install ingress controller Pod on every node of a cluster and then when the request come from the browser, it will be redirected by a proxyserver or cloudloadbalancer to one of my ingress controller Pod which contains  the pod where the request will be finally redirected?
Thank you in advance for your answers",Positive,0.611
Thank you very much. That was an informative journey. :),Positive,0.959
How to connect with mongodb atlas from kubernetes pod?,Positive,0.405
"This is the best tutorial available for Kubernetes. It's simple to understand and easy to follow and it is free. All the contents are explained in depth for any beginner to follow. Thank you so much Nana, for making such interesting lectures.",Positive,0.912
Such clear explanation of topics.. and video is so engrossing and understandable.,Positive,0.599
Thanks a Lot for such an amazing course.,Positive,0.989
Any help on how to connect the web API deployed on a pod in aks cluster to a PAAS DB on the Azure,Neutral,0.463
Thanks!,Positive,0.985
"DO NOT paste your configs into some weird online validator, that doesn't have its code somewhere on some public github. And even then: Just clone one or write your own and use it locally. Otherwhise this could hurt you and/or potentially your business.",Negative,0.445
"hi Nana , can you show how to configure ingress nginx in real bare metal kubernetes",Positive,0.445
i watched this video 10 times. Its Chinese to me. However watching her and hearing her voice. One Sexy woman.,Neutral,0.518
"Hi Nana, I want to start this course, but I want first of all ask you if before starting it's better to complete the knowledge of docker. What can you suggest me ?
Thank you very much",Positive,0.784
Thank you! I'm going to teach Kubernetes to my own students next semester and you've inspired me!,Positive,0.749
☆*: .｡. o(≧▽≦)o .｡.:*☆❤️❤️❤️❤️❤️❤️°•°,Neutral,0.448
Can't explain better than this.. Awesome !,Positive,0.916
Good job nana.....really thankful to you for this.,Positive,0.889
Great!,Positive,0.993
"Hi @TechWorld with Nana, thanks for this great concise course. I have across some changes introduced in the Ingress configuration by kubernetes. So the syntax has changed, can you please make a video on the changes",Positive,0.703
I love you 🤓❤️,Positive,0.971
"You are AMAZING, so many online resources, nothing compares to the level you deliver this such tough topic,
Thank you very much! :)",Positive,0.833
"The first video I found on YT without a single dislike, my hope in humanity is restored. Only watched the beginning yet, but glad I found this channel, thank you!",Positive,0.857
"The most sincere effort to spread Kubernetes knowledge to Beginners. Thanks Ma'am. Brilliant course, worth spending time.",Positive,0.882
